Page Name,Score,Datapoints,Properties Score,Properties Checked,Incoming Score,Incoming Checked
"Anne,_Princess_Royal",95,65,50,4,98,61
Douglas_Hyde,68,31,59,16,77,15
Mary_McAleese,95,94,64,11,99,83
Mary_Robinson,75,62,30,15,89,47
Michael_D._Higgins,97,180,71,7,98,173
Patrick_Hillery,83,53,71,12,87,41
"Prince_Andrew,_Duke_of_York",100,12,100,6,100,6
Éamon_de_Valera,87,169,60,15,90,154
